	SUBJECT_NAME	PREDICATE	OBJECT_NAME	PMID	SUBJECT_CUI	SUBJECT_SEMTYPE	OBJECT_CUI	OBJECT_SEMTYPE	PREDICATION_ID	SENTENCE_ID	SUBJECT_NOVELTY	OBJECT_NOVELTY
1387	Serum	LOCATION_OF	TF gene	14633925	C0229671	bdsu	C1442762	aapp	47348303	82566635	1	1
1388	Serum	LOCATION_OF	Transferrin	14633925	C0229671	bdsu	C0040679	aapp	47348350	82566737	1	1
1389	Serum	LOCATION_OF	TF gene	14633925	C0229671	bdsu	C1442762	aapp	47348350	82566737	1	1
1390	Serum	LOCATION_OF	Transferrin	17716641	C0229671	bdsu	C0040679	aapp	47460582	82768411	1	1
1391	Serum	LOCATION_OF	TF gene	17716641	C0229671	bdsu	C1442762	aapp	47460582	82768411	1	1
1392	Dermis	LOCATION_OF	CUX1 gene	14675190	C0011646	tisu	C1413827	aapp	48136366	84011742	1	1
1393	Dermis	LOCATION_OF	ARFGEF1 gene	14675190	C0011646	tisu	C1538920	aapp	48136366	84011742	1	1
1394	Dermis	LOCATION_OF	ARID2 gene	14675190	C0011646	tisu	C1425257	aapp	48136366	84011742	1	1
1395	Serum	LOCATION_OF	Transferrin	17523137	C0229671	bdsu	C0040679	aapp	48863263	85348977	1	1
1396	Serum	LOCATION_OF	TF gene	17523137	C0229671	bdsu	C1442762	aapp	48863263	85348977	1	1
1397	separation method	USES	Transferrin	17523137	C0678621	lbpr	C0040679	aapp	48863266	85348977	1	1
1398	separation method	USES	TF gene	17523137	C0678621	lbpr	C1442762	aapp	48863266	85348977	1	1
1399	Brain	LOCATION_OF	CUX1 gene	16714295	C0006104	bpoc	C1413827	aapp	48962699	85528674	1	1
1400	Brain	LOCATION_OF	SART3 gene	16714295	C0006104	bpoc	C1424600	aapp	48962699	85528674	1	1
1401	Brain	LOCATION_OF	ERVK-15 gene	16714295	C0006104	bpoc	C3147210	aapp	48962699	85528674	1	1
1402	Brain	LOCATION_OF	ATXN10 gene	16714295	C0006104	bpoc	C1538308	aapp	48962924	85529061	1	1
1403	Brain	LOCATION_OF	ATXN10 gene	16714295	C0006104	bpoc	C1538308	aapp	48962924	85529061	1	1
1404	Amyloid	PART_OF	APP gene	17255094	C0002716	bacs	C1364818	aapp	51865777	90913941	1	1
1405	Amyloid	PART_OF	APP gene	17255094	C0002716	bacs	C1364818	aapp	51865777	90913941	1	1
1406	Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization	USES	GATA4 gene	17986439	C0282597	lbpr	C1414995	aapp	52609666	92310234	1	1
1407	Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization	USES	FEZF2 gene	17986439	C0282597	lbpr	C1825291	aapp	52609666	92310234	1	1
1408	Cell Line	LOCATION_OF	Mucins	18642944	C0007600	cell	C0026682	aapp	54885068	96688830	1	1
1409	Cell Line	LOCATION_OF	MUC5AC gene	18642944	C0007600	cell	C1417497	aapp	54885068	96688830	1	1
1410	Exons	PART_OF	AAAS gene	19172511	C0015295	bacs	C1422135	aapp	56047970	98915777	1	1
1411	Exons	PART_OF	AAAS gene	19172511	C0015295	bacs	C1422135	aapp	56047970	98915777	1	1
1412	Gluten	INTERACTS_WITH	CD71 antigen	20938724	C0017842	aapp	C1619635	aapp	58071321	102809562	1	1
1413	Gluten	INTERACTS_WITH	TFRC gene	20938724	C0017842	aapp	C1420708	aapp	58071321	102809562	1	1
1414	Serum	LOCATION_OF	IgA1	20938724	C0229671	bdsu	C0020840	aapp	58071424	102809660	1	1
1415	Serum	LOCATION_OF	CD79A gene	20938724	C0229671	bdsu	C1413238	aapp	58071424	102809660	1	1
1416	Patients	LOCATION_OF	IgA1	20938724	C0030705	humn	C0020840	aapp	58071432	102809660	0	1
1417	Patients	LOCATION_OF	CD79A gene	20938724	C0030705	humn	C1413238	aapp	58071432	102809660	0	1
1418	Polysaccharides	INTERACTS_WITH	CD71 antigen	20938724	C0032594	carb	C1619635	aapp	58071439	102809660	1	1
1419	Polysaccharides	INTERACTS_WITH	TFRC gene	20938724	C0032594	carb	C1420708	aapp	58071439	102809660	1	1
1420	Galactose	COEXISTS_WITH	IgA1	20938724	C0016945	carb	C0020840	aapp	58071644	102810230	1	1
1421	Galactose	COEXISTS_WITH	CD79A gene	20938724	C0016945	carb	C1413238	aapp	58071644	102810230	1	1
1422	Patients	LOCATION_OF	AAAS gene	18172684	C0030705	humn	C1422135	aapp	59310930	105212684	0	1
1423	Patients	LOCATION_OF	AAAS gene	18172684	C0030705	humn	C1422135	aapp	59310930	105212684	0	1
1424	4-hydroxy-2-nonenal	COEXISTS_WITH	APP gene	18304576	C0048297	orch	C1364818	gngm	59588605	105736037	1	1
1425	4-hydroxy-2-nonenal	COEXISTS_WITH	APP gene	18304576	C0048297	orch	C1364818	gngm	59588605	105736037	1	1
1426	Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization	USES	GATA4 gene	18712764	C0282597	lbpr	C1414995	aapp	62970296	112335145	1	1
1427	Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization	USES	FEZF2 gene	18712764	C0282597	lbpr	C1825291	aapp	62970296	112335145	1	1
1428	Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization	USES	GATA4 gene	18712764	C0282597	lbpr	C1414995	aapp	62970363	112335237	1	1
1429	Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization	USES	FEZF2 gene	18712764	C0282597	lbpr	C1825291	aapp	62970363	112335237	1	1
1430	Serum	LOCATION_OF	Transferrin	18712764	C0229671	bdsu	C0040679	aapp	62970458	112335399	1	1
1431	Serum	LOCATION_OF	TF gene	18712764	C0229671	bdsu	C1442762	aapp	62970458	112335399	1	1
1432	Family	LOCATION_OF	AAAS gene	21565631	C0015576	humn	C1422135	aapp	63098345	112579801	1	1
1433	Family	LOCATION_OF	AAAS gene	21565631	C0015576	humn	C1422135	aapp	63098345	112579801	1	1
1434	Isoelectric Focusing	USES	Transferrin	19608465	C0022169	lbpr	C0040679	aapp	63188753	112755196	1	1
1435	Isoelectric Focusing	USES	TF gene	19608465	C0022169	lbpr	C1442762	aapp	63188753	112755196	1	1
1436	Glucosamine	NEG_INTERACTS_WITH	ACACA gene	21494549	C0017718	carb	C1412104	gngm	63296108	112957576	1	1
1437	Glucosamine	NEG_INTERACTS_WITH	BMS1 gene	21494549	C0017718	carb	C1428109	gngm	63296108	112957576	1	1
1438	Glucosamine	NEG_INTERACTS_WITH	PRKAA1 gene	21494549	C0017718	carb	C1418897	gngm	63296112	112957576	1	1
1439	Glucosamine	NEG_INTERACTS_WITH	PRKAA2 gene	21494549	C0017718	carb	C1418898	gngm	63296112	112957576	1	1
1440	Glucosamine	NEG_INTERACTS_WITH	PRKAB1 gene	21494549	C0017718	carb	C1418899	gngm	63296112	112957576	1	1
1441	Family	LOCATION_OF	MAL gene	22492991	C0015576	humn	C1416989	aapp	65745748	117760136	1	1
1442	Family	LOCATION_OF	CD8A gene	22492991	C0015576	humn	C1413244	aapp	65745748	117760136	1	1
1443	Family	LOCATION_OF	MAL gene	22492991	C0015576	humn	C1416989	aapp	65745748	117760136	1	1
1444	Family	LOCATION_OF	MKL1 gene	22492991	C0015576	humn	C1422572	aapp	65745748	117760136	1	1
1445	Family	LOCATION_OF	TIRAP gene	22492991	C0015576	humn	C1424810	aapp	65745748	117760136	1	1
1446	Serum	LOCATION_OF	Transferrin	22991164	C0229671	bdsu	C0040679	aapp	65879783	118024666	1	1
1447	Serum	LOCATION_OF	TF gene	22991164	C0229671	bdsu	C1442762	aapp	65879783	118024666	1	1
1448	Mitochondria	PRODUCES	ATPase, Aminophospholipid Transporter-Like, Class I, Type 8A, Member 2	22003057	C0026237	celc	C1366832	aapp	67984918	122169992	1	1
1449	Mitochondria	PRODUCES	ATP8A2 gene	22003057	C0026237	celc	C1366628	aapp	67984918	122169992	1	1
1450	Insulin	INTERACTS_WITH	FRAP1 protein, human	23985544	C0021641	aapp	C1307407	aapp	68093297	122386919	1	1
1451	Insulin	INTERACTS_WITH	MTOR gene	23985544	C0021641	aapp	C1414805	aapp	68093297	122386919	1	1
1452	Prions	STIMULATES	TP53 gene	21074897	C0033164	aapp	C0079419	gngm	69100033	124390336	1	1
1453	Prions	STIMULATES	TP53 gene	21074897	C0033164	aapp	C0079419	gngm	69100033	124390336	1	1
1454	Prions	STIMULATES	p65	21074897	C0033164	aapp	C0599933	gngm	69100036	124390336	1	1
1455	Prions	STIMULATES	RELA gene	21074897	C0033164	aapp	C1335610	gngm	69100036	124390336	1	1
1456	Prions	STIMULATES	SYT1 gene	21074897	C0033164	aapp	C1420556	gngm	69100036	124390336	1	1
1457	Prions	STIMULATES	GORASP1 gene	21074897	C0033164	aapp	C1424530	gngm	69100036	124390336	1	1
1458	Prions	STIMULATES	WNK1 gene	21074897	C0033164	aapp	C1538110	gngm	69100036	124390336	1	1
1459	Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization	USES	GATA4 gene	23139742	C0282597	lbpr	C1414995	aapp	69304561	124805469	1	1
1460	Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization	USES	FEZF2 gene	23139742	C0282597	lbpr	C1825291	aapp	69304561	124805469	1	1
1461	Single Nucleotide Polymorphism	COEXISTS_WITH	CYP19A1 gene	23139742	C0752046	nusq	C1366496	aapp	69304861	124806024	1	1
1462	Single Nucleotide Polymorphism	COEXISTS_WITH	CYP19A1 gene	23139742	C0752046	nusq	C1366496	aapp	69304861	124806024	1	1
1463	Ubiquitin	STIMULATES	UBC gene	25701757	C0041538	aapp	C1421267	gngm	71701289	129613569	1	1
1464	Ubiquitin	STIMULATES	UBC gene	25701757	C0041538	aapp	C1421267	gngm	71701289	129613569	1	1
1465	Embryonic Tissue - MEF (MMHCC)	LOCATION_OF	GABPA gene	25701757	C1516828	tisu	C1414905	aapp	71701310	129613592	1	1
1466	Embryonic Tissue - MEF (MMHCC)	LOCATION_OF	NFE2L2 gene	25701757	C1516828	tisu	C1417701	aapp	71701310	129613592	1	1
1467	Exons	PART_OF	AAAS gene	25781531	C0015295	bacs	C1422135	aapp	75515701	137711103	1	1
1468	Exons	PART_OF	AAAS gene	25781531	C0015295	bacs	C1422135	aapp	75515701	137711103	1	1
1469	Tyrosine	INTERACTS_WITH	AIP gene	20351174	C0041485	aapp	C1412302	aapp	79791889	146420256	1	1
1470	Tyrosine	INTERACTS_WITH	AIP gene	20351174	C0041485	aapp	C1412302	aapp	79791889	146420256	1	1
1471	TRANSCRIPTION FACTOR	STIMULATES	ABI2 gene	20351174	C0040648	aapp	C1332005	gngm	79791893	146420270	1	1
1472	TRANSCRIPTION FACTOR	STIMULATES	ABI2 gene	20351174	C0040648	aapp	C1332005	gngm	79791893	146420270	1	1
1473	Cells	LOCATION_OF	transglutaminase 2	24481335	C0007634	cell	C0529334	aapp	80666438	148120899	1	1
1474	Cells	LOCATION_OF	TGM2 gene	24481335	C0007634	cell	C1420714	aapp	80666438	148120899	1	1
1475	ERVK-15 gene	COEXISTS_WITH	ATXN10 gene	16714295	C3147210	gngm	C1538308	gngm	48962705	85528674	1	1
1476	ERVK-15 gene	COEXISTS_WITH	ATXN10 gene	16714295	C3147210	gngm	C1538308	gngm	48962705	85528674	1	1
1477	CUX1 gene	COEXISTS_WITH	ATXN10 gene	16714295	C1413827	gngm	C1538308	gngm	48962705	85528674	1	1
1478	CUX1 gene	COEXISTS_WITH	ATXN10 gene	16714295	C1413827	gngm	C1538308	gngm	48962705	85528674	1	1
1479	SART3 gene	COEXISTS_WITH	ATXN10 gene	16714295	C1424600	gngm	C1538308	gngm	48962705	85528674	1	1
1480	SART3 gene	COEXISTS_WITH	ATXN10 gene	16714295	C1424600	gngm	C1538308	gngm	48962705	85528674	1	1
1481	APP gene	COEXISTS_WITH	AAAS gene	16098009	C1364818	gngm	C1422135	gngm	50291697	88025658	1	1
1482	APP gene	COEXISTS_WITH	AAAS gene	16098009	C1364818	gngm	C1422135	gngm	50291697	88025658	1	1
1483	APP gene	COEXISTS_WITH	AAAS gene	16098009	C1364818	gngm	C1422135	gngm	50291697	88025658	1	1
1484	APP gene	COEXISTS_WITH	AAAS gene	16098009	C1364818	gngm	C1422135	gngm	50291697	88025658	1	1
